NumProc,Institucion,ID Institucion,Descripcion,Solicitud,Fecha
2018LA-000001-0003400001,Municipalidad de Montes de Oca,3014042053,Bacheo Formal en la Red Vial Cantonal,0062018000200002,30/01/2018
2018PP-000053-0000200001,COMPAÑÍA NACIONAL DE FUERZA Y LUZ SOCIEDAD ANÓNIMA,3101000046,CONECTOR DE COMPRESION,0062018325000054,08/02/2018
,Municipalidad de Alajuela,3014042063,Reparación de llantas para vehículos policiales,0062018000900013,08/02/2018
2018CD-000014-0012300001,TRIBUNAL SUPREMO DE ELECCIONES,2400042156,"MODERNIZACIÓN DE ASCENSOR “G”, Modelo FRECUENCYDINE, Marca SUR",0062018002800005,04/01/2018
2018CD-000008-0016400001,BANCO HIPOTECARIO DE LA VIVIENDA,3007078890,Compra de camilla para consultorio médico (Servicio médico de empresa),0062018001700005,31/01/2018
2018CD-000003-0009900001,TEATRO NACIONAL DE COSTA RICA,3007110978,“COMPRA DE LUMINARIAS PARA EL TEATRO NACIONAL DE COSTA RICA”,0062018000600002,08/02/2018
2018CD-000013-0012300001,TRIBUNAL SUPREMO DE ELECCIONES,2400042156,COMPRA DE PAPEL HIGIÉNICO,0062018002800051,06/02/2018
2018CD-000001-0009300001,"MINISTERIO DE CIENCIA, TECNOLOGIA Y TELECOMUNICACIONES",2100098311,Etiquetas autoadhesivas para plaqueo de activos (impresión de códigos de barra),0062018001700001,02/02/2018
2018LA-000003-0002300005,Municipalidad de Sarapiquí,3014042098,"Servicios de Construcción de Losa de Concreto para Puente sobre el Río Mojón, Distrito La Virgen de Sarapiquí",0062018001700006,06/02/2018
2018CD-000089-0015499999,MUNICIPALIDAD DE SAN JOSE,3014042058,Construcción de puente peatonal de acero y rampas. Distrito de Zapote- San Francisco.,0062018015000003,27/01/2018
2018PR-000003-0000100001,Banco Nacional de Costa Rica,4000001021,LIMPIEZA DE LA OFICINA DE GRECIA #CC 2006#EGRESO 327601#INICIATIVA CPS-28-2017#TRAMITA MARCELA HIDALGO#AUTORIZA ERICK LEITON M.##PRERSUPEUSTO 2018 COSTO MENSUAL 1.800.000.00,0062018434100027,08/02/2018
2018PP-000052-0000200001,COMPAÑÍA NACIONAL DE FUERZA Y LUZ SOCIEDAD ANÓNIMA,3101000046,MARCHAMO PLASTICO DE SEGURIDAD,0062018325000051,08/02/2018
2018CD-000011-0002300005,Municipalidad de Sarapiquí,3014042098,Compra de Llantas para Vagoneta Articulada de la Maquinaria Municipal del Cantón de Sarapiquí,0062018001700007,07/02/2018
2018CD-000001-0015800001,INSTITUTO NACIONAL DE LAS MUJERES,3007075876,"Adquisición de servicios de revisión, recarga y mantenimiento de extintores para la prevención de incendios en cada una de las instalaciones del INAMU  en todo el país.",0062018002200001,26/01/2018
2018CD-000004-0007300001,MINISTERIO DE EDUCACION PUBLICA,2100042002,“Adquisición de Medallas y Placas de Reconocimiento”,"0062018000200019
(Total: 2)",31/01/2018
2018CD-000014-0010400001,INSTITUTO SOBRE ALCOHOLISMO Y FARMACODEPENDENCIA,3007045737,Suministro de salveques escolares,,
2018CD-000007-0015300001,CORPORACION GANADERA,3007249938,Servicio de mantenimiento correctivo de Ecógrafo IMAGO,0062018000200003,25/01/2018
2018CD-000001-0006900002,MINISTERIO DE JUSTICIA Y PAZ,2100042006,Actividades de Capacitación,0062018000200003,25/01/2018
2018CD-000005-0007500001,DIRECCION NACIONAL DE NOTARIADO,3007594808,COMPRA DE SUMINISTROS DE LIMPIEZA PARA LA DNN,0062018000100004,07/02/2018
2018CD-000008-0006400001,Comisión Nacional de Préstamos para Educación,3007045000,Memoria Institucional,0062018000400004,30/01/2018
2018CD-000013-0000500001,Municipalidad de Alajuela,3014042063,Plan de Reforestación II Etapa,0062018002100002,25/01/2018
2018CD-000002-0007000001,MINISTERIO DE TRABAJO Y SEGURIDAD SOCIAL,2100042012,Alquiler de Oficina de Perez Zeledón,0062018000200001,05/02/2018
2018LN-000002-0009400001,SERVICIO NACIONAL DE SALUD ANIMAL,3007475726,"Compra de Reactivos y Disolventes, Bajo la Modalidad de Entrega Según Demanda","0062017000200163
(Total: 3)",28/11/2017
2018LA-000003-0004700001,MUNICIPALIDAD DE ESPARZA,3014042115,"COMPRA DE AGREGADOS PARA MEJORAS DE LOS CAMINOS DEL CANTÓN DE ESPARZA, MODALIDAD DE ENTREGA SEGÚN DEMANDA",0062018002300002,22/01/2018
2018CD-000002-0017100001,MUNICIPALIDAD DE PARRITA,3014042121,Reparación indeterminada del Control Hidraúlico Trasero de retroexcavadora caterpillar 416 c serie 4zn17874  Placa SM 6357 (MP 17),0062018000300002,19/01/2018
2018CD-000013-0010400001,INSTITUTO SOBRE ALCOHOLISMO Y FARMACODEPENDENCIA,3007045737,"Servicios de alimentación para la Región Chorotega (Liberia, Nicoya, Santa Cruz, Cañas, Upala, Carrillo, Nandayure, Hojancha, Tilarán, Bagaces, La Cruz, Juntas de Abangares)","0062018002000003
(Total: 6)",17/01/2018
2018CD-000088-0015499999,MUNICIPALIDAD DE SAN JOSE,3014042058,ESPECIALIDAD EN CONTRATACIÓN ADMINISTRATIVA,0062018011200002,07/02/2018
2018CD-000002-0006500001,COMISION NACIONAL DE PREVENCION DE RIESGOS Y ATENCION DE EMERGENCIAS,3007111111,Compra de Vehículo No Tripulado Drone,0062018201300004,05/02/2018
2018LA-000002-0001200001,Instituto Costarricense de Turismo,4000042141, CONSTRUCCION Y DECORACION STAND EVENTO EXPOTUR,0062018000900022,24/01/2018
2018CD-000012-0012300001,TRIBUNAL SUPREMO DE ELECCIONES,2400042156,"AMPLIACIÓN DE LA CONTRATACIÓN N° 2013LN-000005-85001, CONTRATACIÓN DEL MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE AIRES ACONDICIONADOS",0062018002800018,17/01/2018
2018LA-000003-0012300001,TRIBUNAL SUPREMO DE ELECCIONES,2400042156,Escaner e impresoras varias,"0062018002800008
(Total: 2)",05/01/2018
2018CD-000011-0001000001,Instituto Nacional de Seguros,4000001902,Compra de Varios Medicamentos,0062018421000002,31/01/2018
2018CD-000017-0016800001,MUNICIPALIDAD DE SAN ISIDRO DE HEREDIA,3014042093,Bienes y servicios Conmemoración Día Mujer 2018 Municipalidad San Isidro Heredia,0062018411300002,06/02/2018
2018CD-000002-0003300001,Municipalidad de Moravia,3014042055,Compra de laminas punta de diamante para puente peatonal de la Isla,0062018001900001,25/01/2018
2018CD-000005-0015900001,MUNICIPALIDAD DE SAN RAMON,3014042076,Contratación de Canal de Televisión Tele Uno TV,0062018016100007,02/02/2018
2018CD-000004-0015900001,MUNICIPALIDAD DE SAN RAMON,3014042076,Contratación de Radio Sideral,0062018016100006,02/02/2018
2018CE-000004-0000300001,Correos de Costa Rica S.A.,3101227869,"Compra de implementos textiles permeables e impermeables para vestimenta completa y otros para resguardo, carga, y traslado de mercancías varias",0062018250000001,02/02/2018
2018CD-000003-0004800001,MUNICIPALIDAD DE LA UNION,3014042083,COMPRA DE SUMINISTROS DE LIMPIEZA,0062018124600001,08/01/2018
2018CE-000003-0000300001,Correos de Costa Rica S.A.,3101227869,Emisión Postal Escritores Nacionales,0062018300000006,06/02/2018
2018CD-000007-0006400001,Comisión Nacional de Préstamos para Educación,3007045000,PAUTA EN SEMANARIO UNIVERSIDAD,0062018000400008,02/02/2018
2018CD-000006-0006400001,Comisión Nacional de Préstamos para Educación,3007045000,Empaste de documentos en modalidad entrega según demanda,0062018001400002,26/01/2018
2018LA-000002-0004700001,MUNICIPALIDAD DE ESPARZA,3014042115,CONSTRUCCIÓN DE CUNETAS REVESTIDAS EN CONCRETO EN DIFERENTES SECTORES DEL CANTÓN DE ESPARZA,0062018002300003,22/01/2018
2018CD-000004-0004000001,Defensoría de los Habitantes de la República,3007137653,Adquisición de unidades de memoria (USB),"0062018002600001
(Total: 2)",29/01/2018
2018CD-000005-0013000001,MINISTERIO DE RELACIONES EXTERIORES Y CULTO,2100042009,"Mantenimiento preventivo y correctivo  y de reparación de impresora  Marca DATA , patrimonio 0204-002533",0062018000100006,05/02/2018
2018CD-000003-0015900001,MUNICIPALIDAD DE SAN RAMON,3014042076,Contratación Periódico El Sol para publicación de Rendición de Cuentas 2017,0062018016100008,02/02/2018
2018CD-000037-0008000001,MINISTERIO DE CULTURA Y JUVENTUD,2100042001,SERVICIO DE REPRESENTACIÓN ARTÍSTICA PARA FIA 2018 / WAYFUNE HIN HERRERA,0062018000100032,31/01/2018
2018LA-000004-0010400001,INSTITUTO SOBRE ALCOHOLISMO Y FARMACODEPENDENCIA,3007045737,"Servicios de alimentación para la Región Huetar Atlántica (Guácimo, Limón, Matina, Pococí, Siquirres y Talamanca)","0062018001600001
(Total: 2)",22/01/2018
2018CD-000036-0008000001,MINISTERIO DE CULTURA Y JUVENTUD,2100042001,SERVICIO DE REPRESENTACIÓN ARTÍSTICA PARA FIA 2018 / SYLVIA SOSSA ROBLES,0062018000100031,31/01/2018
2018CD-000035-0008000001,MINISTERIO DE CULTURA Y JUVENTUD,2100042001,SERVICIO DE REPRESENTACIÓN ARTÍSTICA PARA FIA 2018 / HUGO VILLALOBOS FONSECA,0062018000100030,31/01/2018
2018CD-000004-0007500001,DIRECCION NACIONAL DE NOTARIADO,3007594808,Compra de papel de seguridad notarial institucional,0062018000600001,02/02/2018
2018LA-000003-0010400001,INSTITUTO SOBRE ALCOHOLISMO Y FARMACODEPENDENCIA,3007045737,Servicios de seguridad y vigilancia para las oficinas regionales del IAFA,0062018003000001,19/01/2018
2018CD-000020-0007700001,MINISTERIO DE COMERCIO EXTERIOR,2100084250,"Compra de 01 boleto aéreo para el funcionario Julián Aguilar, con destino a Dubái, Emiratos Árabes Unidos (EAU) y Seúl, Corea, del 15 al 24 de febrero de 2018",0062018001200022,08/02/2018
2018CD-000002-0016600012,MUNICIPALIDAD DE SARCHI,3014042078,"Compra de Combustible diésel y gasolina, para vehículos Municipales","0062018001300002
(Total: 5)",12/01/2018
2018CD-000012-0010400001,INSTITUTO SOBRE ALCOHOLISMO Y FARMACODEPENDENCIA,3007045737,Continuidad servicio alquiler de equipo de cómputo,0062018002900006,29/01/2018
2018LA-000002-0012300001,TRIBUNAL SUPREMO DE ELECCIONES,2400042156,"SERVICIOS DE SEGURIDAD PARA LAS INSTALACIONES, ACTIVOS Y LA SEGURIDAD INTEGRAL DE SUS OCUPANTES (FUNCIONARIOS Y PUBLICO) EN LAS OFICINAS REGIONALES DE LOS CHILES Y LIMÓN",0062017002800259,03/07/2017
2018CD-000001-0016600012,MUNICIPALIDAD DE SARCHI,3014042078,Compra de bolsas para el departamento de Residuos Solidos y Cementerio,0062018001300008,02/02/2018
2018CD-000007-0000400001,Instituto Costarricense de Electricidad,4000042139,SERVICIO SUMINISTRO E INSTALACION DE BARANDA ACERO INOXIDABLE,0062018496000008,02/02/2018
2018CD-000005-0006600001,CONSEJO TECNICO DE AVIACION CIVIL,3007045551,Contratación de empresa certificadora en ISO 9001:2015 para la DGAC,0062018001800005,24/01/2018
2018PI-000028-0006500001,COMISION NACIONAL DE PREVENCION DE RIESGOS Y ATENCION DE EMERGENCIAS,3007111111,Alquiler de maquinaria pesada para atender emergencia en el cantón de Hojancha - RC N° 5-11-048; La Trocha,0062018201600039,02/02/2018
2018PI-000027-0006500001,COMISION NACIONAL DE PREVENCION DE RIESGOS Y ATENCION DE EMERGENCIAS,3007111111,"Alquiler de maquinaria pesada para atender emergencia en el cantón de Golfito, distrito Puerto Jiménez, Sector Gallardo",0062018201600030,02/02/2018
2018CD-000087-0015499999,MUNICIPALIDAD DE SAN JOSE,3014042058,"Servicio para corregir falla en el aire acondicionado activo 4039, Pedido 47252, OT 47910",0062018021800079,25/01/2018
2018CD-000033-0008000001,MINISTERIO DE CULTURA Y JUVENTUD,2100042001,SERVICIO DE REPRESENTACIÓN ARTÍSTICA PARA FIA 2018 / ANA CAMBRONERO CHAN,0062018000100028,31/01/2018
2018CD-000034-0008000001,MINISTERIO DE CULTURA Y JUVENTUD,2100042001,SERVICIO DE REPRESENTACIÓN ARTÍSTICA PARA FIA 2018 / MUSITICA S.A.,0062018000100029,31/01/2018
2018CD-000032-0008000001,MINISTERIO DE CULTURA Y JUVENTUD,2100042001,SERVICIO DE REPRESENTACIÓN ARTÍSTICA PARA FIA 2018 / DIONISIO CABAL ANTILLÓN,0062018000100027,31/01/2018
2018CD-000086-0015499999,MUNICIPALIDAD DE SAN JOSE,3014042058,"Compra de filtros activo 5019, pedido 47364, OT 48711",0062018021800111,05/02/2018
2018AA-000001-0000100001,Banco Nacional de Costa Rica,4000001021,SUMINISTRO E INSTALACIÓN DEL SISTEMA DE AIRE ACONDICIONADO Y VENTILACIÓN PARA LA AGENCIA DEL BANCO NACIONAL DE PURISCAL,"0062018434100023
(Total: 2)",06/02/2018
2018LA-000002-0010400001,INSTITUTO SOBRE ALCOHOLISMO Y FARMACODEPENDENCIA,3007045737,Compra de Medicamentos y suministros hospitalarios,"0062018001200001
(Total: 6)",17/01/2018
2018CD-000044-0004900001,Banco Central de Costa Rica,4000004017,Contratación de Hotel para sede de Asamblea General y Reunión delConsejo Centroamericano de Superintendentes,0062018023000035,29/01/2018
2018CD-000004-0013000001,MINISTERIO DE RELACIONES EXTERIORES Y CULTO,2100042009,Servicio de Hospedaje con alimentación  incluida  y otros,0062018000100005,01/02/2018
2018PI-000026-0006500001,COMISION NACIONAL DE PREVENCION DE RIESGOS Y ATENCION DE EMERGENCIAS,3007111111,Alquiler de maquinaria pesada para atender emergencia en el cantón de Puntarenas - Distrito de Cobano sector de Pavones,0062018201600050,02/02/2018
2018CD-000085-0015499999,MUNICIPALIDAD DE SAN JOSE,3014042058,"Compra de filtros activo 8067, pedido 47370, OT 48703",0062018021800110,05/02/2018
2018CD-000002-0015900001,MUNICIPALIDAD DE SAN RAMON,3014042076,Contratación de Periódico El Sol,0062018016100005,02/02/2018
2018CD-000016-0016800001,MUNICIPALIDAD DE SAN ISIDRO DE HEREDIA,3014042093,"EQUIPAMIENTO DE GIMNASIO AL AIRE LIBRE Y PLAY GROUND, EN EL PARQUE DE BICICLETAS, URBANIZACIÓN SAN MARTÍN, COSTADO OESTE DE LA ERMITA DE LA IGLESIA CATOLICA",0062018411200002,09/01/2018
2018CD-000004-0013200001,INSTITUTO DE DESARROLLO PROFESIONAL ULADISLAO GÁMEZ SOLANO,3007586646,Actividades de Capacitación. Formulación y Evaluación de Proyectos,0062018000200007,05/02/2018
2018CD-000007-0005900001,JUNTA ADMINISTRATIVA DEL REGISTRO NACIONAL,3007042030,CAPACITACIÓN: VIII CONGRESO INTERNACIONAL DE DERECHO PROCESAL,0062018000100005,01/02/2018
2018LN-000001-0006800001,SISTEMA NACIONAL DE AREAS DE CONSERVACION,3007317912,CONTRATACIÓN SERVICIO DE TRANSPORTE DE FUNCIONARIOS DEL SINAC Y PERSONAL DE APOYO PARQUE NACIONAL ISLA DEL COCO (PNIC),0062018000800005,16/01/2018
2018CD-000006-0005900001,JUNTA ADMINISTRATIVA DEL REGISTRO NACIONAL,3007042030,Contratación de Estudio de cliente incógnito,,
2018CD-000084-0015499999,MUNICIPALIDAD DE SAN JOSE,3014042058,"Servicio de asistencia de producción general para la preproducción, producción, post producción del Festival de Verano Transitarte 2018",0062018020900002,29/01/2018
2018CD-000083-0015499999,MUNICIPALIDAD DE SAN JOSE,3014042058,PRUEBA PSICOLOGICA CTC CUESTIONARIO CLINICO TEA PIN DE CORRECCIONES DE 25 USOS DE APLICACION,0062018022300001,22/01/2018
2018LA-000001-0004700001,MUNICIPALIDAD DE ESPARZA,3014042115,"ADQUISICIÓN DE MEZCLA ASFÁLTICA EN CALIENTE Y EMULSIÓN ASFÁLTICA, MODALIDAD DE ENTREGA SEGÚN DEMANDA",0062018002300001,18/01/2018
2018CD-000001-0006000001,Consejo Nacional de Vialidad,3007231686,"DISEÑO DEL PUENTE SOBRE EL RÍO JICOTEA, RUTA NACIONAL NO. 414",0062017302300051,24/10/2017
2018CD-000012-0018100001,INS SERVICIOS SOCIEDAD ANONIMA,3101549082,Compra de camisetas voluntariado,0062018000800010,07/02/2018
2018CD-000011-0018100001,INS SERVICIOS SOCIEDAD ANONIMA,3101549082,Reparación Impresora TASKalfa 5501i,0062018000400001,26/01/2018
2018CD-000007-0004700001,MUNICIPALIDAD DE ESPARZA,3014042115,COMPRA DE LLANTAS PARA CAMIONES DEL SERVICIO DE RECOLECCIÓN DE DESECHOS SÓLIDOS,0062018000800003,01/02/2018
2018CD-000006-0004700001,MUNICIPALIDAD DE ESPARZA,3014042115,Alquiler de Centros de Impresión con Software de Administración Incluido,0062018001000004,31/01/2018
2018CD-000005-0004700001,MUNICIPALIDAD DE ESPARZA,3014042115,Renovación de licencias de software,0062018001000003,29/01/2018
2018CD-000010-0001000001,Instituto Nacional de Seguros,4000001902,Alquiler de Parqueo Para Clientes del INS,0062018710000001,15/01/2018
2018PP-000051-0000200001,COMPAÑÍA NACIONAL DE FUERZA Y LUZ SOCIEDAD ANÓNIMA,3101000046,COMPRA DE PIEDRA  BRUTA,0062018325000050,07/02/2018
2018CD-000010-0018100001,INS SERVICIOS SOCIEDAD ANONIMA,3101549082,COMPRA DE UNIDAD DE IMÁGENES EN NEGRO,0062018000800004,30/01/2018
2018CD-000001-0012800001,BENEMERITO CUERPO DE BOMBEROS DE COSTA RICA,3007547060,Estudio Imagen,0062018102600001,06/02/2018
2018EU-000005-0006500001,COMISION NACIONAL DE PREVENCION DE RIESGOS Y ATENCION DE EMERGENCIAS,3007111111,Alquiler de Maquinaria y Compra de Materiales para Mercedes Sur - PURISCAL,0062018201600016,16/01/2018
2018CD-000002-0007200001,MINISTERIO DE LA PRESIDENCIA,2100042007,Compra de suministros de oficina,"0062018000100006
(Total: 5)",16/01/2018
2018CD-000043-0004900001,Banco Central de Costa Rica,4000004017,AIRES ACONDICIONADOS FLOTILLA DEL BCCR VER DAD-DSI-359-2017,0062018023000037,31/01/2018
2018CD-000005-0007400001,INSTITUTO COSTARRICENSE DE INVESTIGACION Y ENSEÑANZA EN NUTRICION Y SALUD,3007045313,SERVICIO DE CALIBRACIÓN Y CARACTERIZACIÓN,,
2018CD-000042-0004900001,Banco Central de Costa Rica,4000004017,"INSCRIPCIÓN DE ANA PRISCILLA MÉNDEZ ZÚÑIGA EN EL CURSO MODELAMIENTO YHERRAMIENTAS DE MEJORAMIENTO CONTÍNUO DE PROCESOS, DEL 28 DE FEBRERO AL02 DE MARZ",0062018023000052,06/02/2018
2018CD-000041-0004900001,Banco Central de Costa Rica,4000004017,Adquisicion de dos balanzas digitales de precision,0062018023000047,06/02/2018
2018CD-000002-0003400001,Municipalidad de Montes de Oca,3014042053,Bacheo Ambulancia en la Red Vial Cantonal,0062018000200001,29/01/2018
2018CD-000009-0018100001,INS SERVICIOS SOCIEDAD ANONIMA,3101549082,ALQUILER DE SALÓN,0062018000800006,31/01/2018
2018CD-000019-0007700001,MINISTERIO DE COMERCIO EXTERIOR,2100084250,"Compra de 01 boleto aéreo para el funcionario Julián Aguilar, con destino a Dubái, Emiratos Árabes Unidos (EAU) y Seúl, Corea, del 15 al 24 de febrero de 2018",0062018001200021,07/02/2018
2018CD-000002-0009900001,TEATRO NACIONAL DE COSTA RICA,3007110978,COMPRA DE RECIBOS DE PAGO DE DINERO PARA EL PROCESO DE FISCALIA DEL TNCR,0062017000500022,28/11/2017
2018CD-000001-0009900001,TEATRO NACIONAL DE COSTA RICA,3007110978,"CAPACITACIÓN PARA REALIZAR CON LOS COLABORADORES, UN ANÁLISIS DEL CONTEXTO DE LA INSTITUCIÓN, QUE PERMITA CONSTRUIR UN PLAN DE ACCIÓN EN BASE A LA SITUACIÓN ACTUAL",0062018000600001,07/02/2018
2018CD-000002-0007100001,MINISTERIO DE SEGURIDAD PUBLICA,2100042011,Compra de aires acondicionados en la oficina Regional tablillas PCD,0062018000400005,22/01/2018
,Universidad de Costa Rica,4000042149,Compra e instalación de tapas metálicas de seguridad para arquetas y cámaras para enlaces de fibra óptica.,0062018087800006,07/02/2018
2018CD-000082-0015499999,MUNICIPALIDAD DE SAN JOSE,3014042058,Orden de Compra y Pago por  Patrocinio de  Richard Molina (Café y noticias),0062018010700022,05/02/2018
,Instituto Costarricense de Electricidad,4000042139,PRODUCTOS LACTEOS,0062018496000013,07/02/2018
2018CD-000003-0000900001,Universidad de Costa Rica,4000042149,compra de equipo odontológico,0062017080200186,28/11/2017
2018CD-000013-0058700001,CONSEJO DE SEGURIDAD VIAL,3007061394,Suscripción Anual a los Periódicos Nacionales,0062018002400001,26/01/2018
,Instituto Costarricense de Electricidad,4000042139,PRODUCTOS DE POLLO,0062018496000012,07/02/2018
2018CD-000007-0014700001,CONSEJO NACIONAL DE PERSONAS CON DISCAPACIDAD,3007701595,SERVICIOS LEGALES EN DERECHO ADMINISTRATIVO Y/O PUBLICO,0062018002200001,08/01/2018
2018CD-000004-0006100001,PATRONATO NACIONAL DE LA INFANCIA,3007042039,Servicios de Logística y Alimentación durante 4 semanas en la Actividad ,0062018001300006,07/02/2018
2018CD-000002-0006900001,MINISTERIO DE JUSTICIA Y PAZ,2100042006,Capacitacion Técnico Presupuestos Públicos,0062018000700002,06/02/2018
2018PP-000003-0016100001,FIDEICOMISO FONDO SOCIAL MIGRATORIO JADGME - BCR,3110688587,COMPRA DE BOLETOS AÉREOS POR REPATRIACIÓN DE PRIVADO DE LIBERTAD IRWIN CALDERON SAENZ. LA REPATRIACIÓN SE EFECTUARÁ DEL 20 AL 21 DE FEBRERO 2018 CON DESTINO PANAMÁ.,0062018710300007,05/02/2018
2018PP-000002-0016000001,FIDEICOMISO FONATT JADGME - BCR,3110688590,Contratación de refrigerios por demanda,0062018700300001,22/01/2018
2018CD-000006-0000400001,Instituto Costarricense de Electricidad,4000042139,SUMINISTRO E INSTALACION DE CANOAS GOLFITO,0062018496000010,06/02/2018
2018CD-000002-0005800001,INSTITUTO NACIONAL DE VIVIENDA Y URBANISMO,4000042134,PUBLICACIÓN EN EL PERIÓDICO LA NACIÓN - INFORMACIÓN COMISIONISTAS,,
2018CD-000003-0007300001,MINISTERIO DE EDUCACION PUBLICA,2100042002,"Contratación de instalaciones físicas, servicio de alimentación y hospedaje",0062018000200024,01/02/2018
2018PP-000003-0016200001,FIDEICOMISO FONDO ESPECIAL DE MIGRACIÓN JADGME - BCR,3110688589,Compra de boletos aéreos para deportación a Jamaica,0062018720300003,05/02/2018
2018CD-000005-0000400001,Instituto Costarricense de Electricidad,4000042139,SERVICIO DE FABRICACIÓN E INSTALACION DE PUERTAS DE MADERA,0062018496000007,01/02/2018
2018CD-000008-0000100001,Banco Nacional de Costa Rica,4000001021,COMPRA DE SUMINISTROS PARA MULTIFUNCIONALES ORIGINALES DE LA MARCA LEXMARK,0062018434100020,01/02/2018
2018CD-000001-0007200001,MINISTERIO DE LA PRESIDENCIA,2100042007,Compra de adaptadores de latex para orinales,0062018000600007,23/01/2018
2018CD-000002-0007300001,MINISTERIO DE EDUCACION PUBLICA,2100042002,Adquisición de juego de pichel y vasos de vidrio,0062018000200009,22/01/2018
2018CD-000006-0010300001,CENTRO NACIONAL DE LA MUSICA,3007341927,SERVICIO DE HOSPEDAJE,0062018000800002,05/02/2018
2018CD-000002-0000900001,Universidad de Costa Rica,4000042149,Compra de Microscopio Binocular,0062018080200005,06/02/2018
2018CD-000005-0007200002,MINISTERIO DE LA PRESIDENCIA,2100042007,Servicio de Digitalización de la Documentación,0062018000100013,18/01/2018
2018CD-000081-0015499999,MUNICIPALIDAD DE SAN JOSE,3014042058,"SERVICIO DE MANTENIMIENTO PEDIDO #47268, #47271","0062018021800076
(Total: 2)",25/01/2018
2018CD-000001-0007100001,MINISTERIO DE SEGURIDAD PUBLICA,2100042011,"PAPEL HIGIÉNICO, TOALLAS MAYORDOMO Y SERVILLETAS. PCD",0062018000400004,17/01/2018
2018CD-000080-0015499999,MUNICIPALIDAD DE SAN JOSE,3014042058,"SERVICIO DE DIAGNOSTICO, MANTENIMIENTO Y REPARACIÓN DE MÁQUINA CORTADORA DE ZACATE, MARCA TORO GIRO CERO, ACTIVOS # 39372,# 8043,#28559. CASA REPRESENTANTE CERES S.A",0062018020500001,19/01/2018
2018CD-000012-0058700001,CONSEJO DE SEGURIDAD VIAL,3007061394,Renovacion Licencia Oracle,,
,TRIBUNAL REGISTRAL ADMINISTRATIVO,3007308700,MANTENIMIENTO PREVENTIVO CORRECTIVO DE ASCENSORES,0062018000100009,07/02/2018
2018LN-000001-0003300001,Municipalidad de Moravia,3014042055,Servicio de Alquiler de Camiones Recolectores de Desechos Solidos,0062018002100001,19/01/2018
2018CD-000010-0002300005,Municipalidad de Sarapiquí,3014042098,"Adquisición de cemento para mejoras en salón comunal de Pangola, Distrito de La Virgen",,
2018CD-000005-0010300001,CENTRO NACIONAL DE LA MUSICA,3007341927,SERVICIO DE PREPARADORES VOCALES PARA EL CSN,0062018001000004,06/02/2018
2018CD-000006-0015300001,CORPORACION GANADERA,3007249938,Aisladores para cerca eléctrica en fincas ganaderas,0062018000200001,25/01/2018
2018CD-000007-0000100001,Banco Nacional de Costa Rica,4000001021,COMPRA DE DESTRUCTORA DE DOCUMENTOS PARA TRITURAR TARJETAS FINANCIERAS CON CORTE EN PARTÍCULAS,0062018434100024,06/02/2018
2018CD-000006-0000100001,Banco Nacional de Costa Rica,4000001021,"COMPRA DE DIADEMAS PARA TELÉFONOS MARCA CISCO, CON ENTREGAS POR DEMANDA",0062018434100026,07/02/2018
2018CD-000005-0000100001,Banco Nacional de Costa Rica,4000001021,ARRENDAMIENTO PARA USO Y MANTENIMIENTO DEL SOFTWARE FILEON PARA EL FGJ,0062018434100021,02/02/2018
2018CD-000001-0003400001,Municipalidad de Montes de Oca,3014042053,Compra de papel higiénico y toallas de manos (ADM GEN. Y DISER) Servicios Generales,0062018000400002,01/02/2018
2018CD-000011-0058700001,CONSEJO DE SEGURIDAD VIAL,3007061394,Taller Relaciones Interpersonales (seguimiento) para funcionarios del Consejo de Seguridad Vial,0062018001200003,26/01/2018
2018LA-000001-0003300001,Municipalidad de Moravia,3014042055,Servicios de vigilancia para el plantel Municipal,0062018002900001,10/01/2018
2018CD-000040-0004900001,Banco Central de Costa Rica,4000004017,Inscripción en la capacitación denominada: Especialidad en Finanzas.,0062018023000051,06/02/2018
2018CC-000021-0000300001,Correos de Costa Rica S.A.,3101227869,Curso Internacional COSO ERM 2017 (Alineando el riesgo con la estrategia y el rendimiento),,
2018CD-000001-0090100001,SERVICIO FITOSANITARIO DEL ESTADO,3007521568,COMPRA DE TIQUETE AEREO A MEXICO DISTRITO FEDERAL,0062018000100003,31/01/2018
2018CD-000010-0002000001,Consejo Rector del Sistema de Banca para el Desarrollo,3007559723,COMPRA DE ALIMENTOS Y BEBIDAS PARA LA ATENCIÓN DE REUIONES,0062018000200011,05/02/2018
2018LA-000001-0008900001,CONSEJO NACIONAL DE LA PERSONA ADULTA MAYOR,3007259107,REPARACIÓN DE UNA (1) IMPRESORA KYOCERA KM-2820-AUDITORIA,0062018001500001,06/02/2018
2018CD-000001-0017100001,MUNICIPALIDAD DE PARRITA,3014042121,Reparaciones correctivas del vehículo Daihatsu Terios Placa SM 5698,0062018000300001,19/01/2018
2018CD-000005-0008600001,CONSEJO DE TRANSPORTE PUBLICO,3007270500,Curso introducción al nuevo proceso civil,0062018030700003,02/02/2018
2018PP-000050-0000200001,COMPAÑÍA NACIONAL DE FUERZA Y LUZ SOCIEDAD ANÓNIMA,3101000046,ABRAZADERAS DE ACERO GALVANIZADO,0062018325000044,01/02/2018
2018CD-000004-0008600001,CONSEJO DE TRANSPORTE PUBLICO,3007270500,"Curso elaboración, redacción y confección de informes",0062018030700004,05/02/2018
